source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,photographer,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial,spatial_local,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,utk_photographer,contributor,utk_contributor,creator,utk_creator
knoxgardens:154,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000256 | Film  21 | Slide 43 | knoxgardens:154 | record_spc_4529,,,,,,View of Mrs. Morton's garden,Mrs. Ben Morton,Glass slide photo of garden steps.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85053084,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:203,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000309 | Film  19 | Slide 96 | knoxgardens:203 | record_spc_4578,,,,,,Wisteria vines in Mrs. Mann's garden,Mrs. Arthur Mann,Glass slide photo of wisteria vines.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85137269 | http://id.loc.gov/authorities/subjects/sh85147122,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:188,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000293 | Film  75 | Slide 80 | knoxgardens:188 | record_spc_4563,,,,,,Asters,,Glass slide photo of aster flowers.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85008854 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:153,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000255 | Film  22 | Slide 42 | knoxgardens:153 | record_spc_4528,,,,,,View of Mrs. Morton's pond,Mrs. Ben Morton,Glass slide photo of lily pad pond in garden.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85145559 | http://id.loc.gov/authorities/subjects/sh85053084,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:201,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000307 | Film  54 | Slide 94 | knoxgardens:201 | record_spc_4576,,,,,,View of Mrs. Taylor's garden,Mrs. George C Taylor,Glass slide photo of flowering tree.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85049328,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:145,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000247 | Film  55 | Slide 34 | knoxgardens:145 | record_spc_4520,,,,,,View of Mrs. Williams's garden,"Williams, Mrs. Frank",Glass slide photo of flowers in garden.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:175,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000280 | Film  10 | Slide 67 | knoxgardens:175 | record_spc_4550,,,,,,Flowers in an unknown garden,July,Close-up photo of red flowers.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh88022614 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:162,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000267 | Film  72 | Slide 54 | knoxgardens:162 | record_spc_4537,,,,,,View of Lida (McClung) Ross's garden,Sept (Ross),Glass slide photo of gardens.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:169,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000274 | Film  102 | Slide 61 | knoxgardens:169 | record_spc_4544,,,,,,Dutchman's breeches,March wild,Glass slide photo of Dutchman's breeches (Dicentra cucullaria) and rocks.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:138,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000239 | Film  44 | Slide 26 | knoxgardens:138 | record_spc_4513,,,,,,View of Mrs. Sanford's garden,Mrs. A. F. Sanford,Glass slide photo of gardens.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:182,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000287 | Film  68 | Slide 74 | knoxgardens:182 | record_spc_4557,,,,,,Flowers in an unknown garden,Aug. 8,Glass slide photo of tall purple flowers.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh2002004598 | http://id.loc.gov/authorities/subjects/sh2008120720 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:118,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000217 | Film  104 | Slide 4 | knoxgardens:118 | record_spc_4492,,,,,,Untitled,,Glass slide of purple passionflowers,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85098513 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:119,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000218 | Film  93 | Slide 5 | knoxgardens:119 | record_spc_4493,,,,,,"Guyot, Chapman & Sequoyah",,"Glass slide of mountains, Guyot, Chapman & Sequoyah",,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Great Smoky Mountains,"35.58343, -83.50822",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85090290 | http://id.loc.gov/authorities/subjects/sh85087947 | http://id.loc.gov/authorities/subjects/sh85057008,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:152,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000254 | Film  23 | Slide 41 | knoxgardens:152 | record_spc_4527,,,,,,View in Nell (Jenkins) Prosser's garden,Mrs. Brown Prosser,Glass slide photo of gardens.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85053084 | http://id.loc.gov/authorities/subjects/sh85145559,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:126,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000226 | Film  85 | Slide 13 | knoxgardens:126 | record_spc_4501,,,,,,Laurel (Kalmia),,Glass slide of white Laurel flowers.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85087782 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:194,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000299 | Film  9 | Slide 86 | knoxgardens:194 | record_spc_4484,,,,,,View of Louise (Lennon) Craig's home and garden,Mrs. J. J. Craig,"Louise Lennon married John James Craig (president of the Candoro Marble Company and the J. J. Craig Company) in Knoxville, Tennessee on October 11, 1919. The couple lived on Lyons View Pike, where Louise Craig maintained this garden.",,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1927/1935,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85033602,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:185,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000290 | Film  79 | Slide 77 | knoxgardens:185 | record_spc_4560,,,,,,Eupatorium,,Glass slide photo of purple Eupatorium flowers.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh88022788 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:197,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000302 | Film  17 | Slide 89 | knoxgardens:197 | record_spc_4572,,,,,,View of Mrs. Lee's garden,Mrs. Baxter Lee,Glass slide photo of gardens,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:125,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000225 | Film  89 | Slide 12 | knoxgardens:125 | record_spc_4500,,,,,,Sand Myrtle,,Glass slide of the Sand Myrtle plant.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:172,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000277 | Film  62 | Slide 64 | knoxgardens:172 | record_spc_4547,,,,,,View of Lida (McClung) Ross's garden,June (Ross),Glass slide photo of garden flowers and tall bushes.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:204,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000310 | Film  56 | Slide 97 | knoxgardens:204 | record_spc_4579,,,,,,Arbor in Mrs. Williams's garden,Mrs. Frank Williams,Glass slide photo of garden arbor.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85137269 | http://id.loc.gov/authorities/subjects/sh96007468,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:155,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000257 | Film  41 | Slide 44 | knoxgardens:155 | record_spc_4530,,,,,,View of Mrs. Morton's garden,Mrs. Ben Morton,Glass slide photo of garden patio.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85085428,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:202,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000308 | Film 20 | Slide 95 | knoxgardens:202 | record_spc_4577,,,,,,Wisteria vines in Mrs. Mann's garden,"Mrs. A. Mann, vines",Glass slide photo of wisteria vines.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85137269 | http://id.loc.gov/authorities/subjects/sh85147122,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:195,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000300 | Film  5 | Slide 87 | knoxgardens:195 | record_spc_4485,,,,,,View of Louise (Lennon) Craig's courtyard and garden,Mrs. J. J. Craig,"Louise Lennon married John James Craig (president of the Candoro Marble Company and the J. J. Craig Company) in Knoxville, Tennessee on October 11, 1919. The couple lived on Lyons View Pike, where Louise Craig maintained this garden.",,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1927/1935,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85033602 | http://id.loc.gov/authorities/subjects/sh85051067,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:137,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000237 | Film  46 | Slide 24 | knoxgardens:137 | record_spc_4512,,,,,,View of Mrs. Sanford's garden,Mrs. A. F. Sanford,Glass slide photo of garden.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
